date,history_end,model,confidence,loss,var,es
2010-10-11,2010-10-08,GARCH-t 1000d,0.95,-0.01458263805,1.461173092,2.099691183
2010-10-11,2010-10-08,Historical 250d,0.99,-0.01458263805,3.288844091,3.648698328
2010-10-11,2010-10-08,Normal 1000d,0.99,-0.01458263805,4.043469942,4.630145579
2010-10-11,2010-10-08,GARCH-t 1000d,0.99,-0.01458263805,2.453804444,3.215984336
2010-10-12,2010-10-11,Historical 250d,0.95,-0.3811484313,1.912665764,2.852579537
2010-10-12,2010-10-11,Normal 1000d,0.95,-0.3811484313,2.863672246,3.587106206
2010-10-12,2010-10-11,GARCH-t 1000d,0.95,-0.3811484313,1.400132818,2.013571404
2010-10-12,2010-10-11,Historical 250d,0.99,-0.3811484313,3.288844091,3.648698328
2010-10-12,2010-10-11,Normal 1000d,0.99,-0.3811484313,4.043534039,4.630208772
2010-10-12,2010-10-11,GARCH-t 1000d,0.99,-0.3811484313,2.353775919,3.086019158
2010-10-13,2010-10-12,Historical 250d,0.95,-0.7095785512,1.912665764,2.852579537
2010-10-13,2010-10-12,Normal 1000d,0.95,-0.7095785512,2.863477176,3.586927948
2010-10-13,2010-10-12,GARCH-t 1000d,0.95,-0.7095785512,1.348272075,1.940402732
2010-10-13,2010-10-12,Historical 250d,0.99,-0.7095785512,3.288844091,3.648698328
2010-10-13,2010-10-12,Normal 1000d,0.99,-0.7095785512,4.043366387,4.630054753
2010-10-13,2010-10-12,GARCH-t 1000d,0.99,-0.7095785512,2.268790167,2.975598771
2010-10-14,2010-10-13,Historical 250d,0.95,0.364803219,1.912665764,2.852579537
2010-10-14,2010-10-13,Normal 1000d,0.95,0.364803219,2.863442911,3.586909424
2010-10-14,2010-10-13,GARCH-t 1000d,0.95,0.364803219,1.322969687,1.904704399
2010-10-14,2010-10-13,Historical 250d,0.99,0.364803219,3.288844091,3.648698328
2010-10-14,2010-10-13,Normal 1000d,0.99,0.364803219,4.043357796,4.630058928
2010-10-14,2010-10-13,GARCH-t 1000d,0.99,0.364803219,2.227326387,2.921725663
2010-10-15,2010-10-14,Historical 250d,0.95,-0.2025432182,1.912665764,2.852579537
2010-10-15,2010-10-14,Normal 1000d,0.95,-0.2025432182,2.863890933,3.587371948
2010-10-15,2010-10-14,GARCH-t 1000d,0.95,-0.2025432182,1.285799135,1.852261651
2010-10-15,2010-10-14,Historical 250d,0.99,-0.2025432182,3.288844091,3.648698328
2010-10-15,2010-10-14,Normal 1000d,0.99,-0.2025432182,4.043829468,4.63054236
2010-10-15,2010-10-14,GARCH-t 1000d,0.99,-0.2025432182,2.166413891,2.842583204
2010-10-18,2010-10-15,Historical 250d,0.95,-0.7217635089,1.912665764,2.852579537
2010-10-18,2010-10-15,Normal 1000d,0.95,-0.7217635089,2.8639979,3.587468432
2010-10-18,2010-10-15,GARCH-t 1000d,0.95,-0.7217635089,1.234593769,1.78001763
2010-10-18,2010-10-15,Historical 250d,0.99,-0.7217635089,3.288844091,3.648698328
2010-10-18,2010-10-15,Normal 1000d,0.99,-0.7217635089,4.043919339,4.630623729
2010-10-18,2010-10-15,GARCH-t 1000d,0.99,-0.7217635089,2.082502125,2.733558227
2010-10-19,2010-10-18,Historical 250d,0.95,1.600464444,1.912665764,2.852579537
2010-10-19,2010-10-18,Normal 1000d,0.95,1.600464444,2.863905824,3.587410553
2010-10-19,2010-10-18,GARCH-t 1000d,0.95,1.600464444,1.219178408,1.758268589
2010-10-19,2010-10-18,Historical 250d,0.99,1.600464444,3.288844091,3.648698328
2010-10-19,2010-10-18,Normal 1000d,0.99,1.600464444,4.043883035,4.630615158
2010-10-19,2010-10-18,GARCH-t 1000d,0.99,1.600464444,2.057240512,2.70073629
2010-10-20,2010-10-19,Historical 250d,0.95,-1.046908302,1.912665764,2.852579537
2010-10-20,2010-10-19,Normal 1000d,0.95,-1.046908302,2.865521141,3.589245261
2010-10-20,2010-10-19,GARCH-t 1000d,0.95,-1.046908302,1.402236503,2.016539426
2010-10-20,2010-10-19,Historical 250d,0.99,-1.046908302,3.288844091,3.648698328
2010-10-20,2010-10-19,Normal 1000d,0.99,-1.046908302,4.045856161,4.632766201
2010-10-20,2010-10-19,GARCH-t 1000d,0.99,-1.046908302,2.357223291,3.090498264
2010-10-21,2010-10-20,Historical 250d,0.95,-0.1772337105,1.912665764,2.852579537
2010-10-21,2010-10-20,Normal 1000d,0.95,-0.1772337105,2.865052535,3.588912685
2010-10-21,2010-10-20,GARCH-t 1000d,0.95,-0.1772337105,1.412762804,2.031390649
2010-10-21,2010-10-20,Historical 250d,0.99,-0.1772337105,3.288844091,3.648698328
2010-10-21,2010-10-20,Normal 1000d,0.99,-0.1772337105,4.04560941,4.632629765
2010-10-21,2010-10-20,GARCH-t 1000d,0.99,-0.1772337105,2.374473055,3.112910557
2010-10-22,2010-10-21,Historical 250d,0.95,-0.2386408539,1.912665764,2.852579537
2010-10-22,2010-10-21,Normal 1000d,0.95,-0.2386408539,2.864893559,3.588758166
2010-10-22,2010-10-21,GARCH-t 1000d,0.95,-0.2386408539,1.354346499,1.948972944
2010-10-22,2010-10-21,Historical 250d,0.99,-0.2386408539,3.288844091,3.648698328
2010-10-22,2010-10-21,Normal 1000d,0.99,-0.2386408539,4.045457701,4.63248167
2010-10-22,2010-10-21,GARCH-t 1000d,0.99,-0.2386408539,2.278744508,2.988532259
2010-10-25,2010-10-22,Historical 250d,0.95,-0.2144670094,1.912665764,2.852579537
2010-10-25,2010-10-22,Normal 1000d,0.95,-0.2144670094,2.863699296,3.587508583
2010-10-25,2010-10-22,GARCH-t 1000d,0.95,-0.2144670094,1.300167967,1.872534179
2010-10-25,2010-10-22,Historical 250d,0.99,-0.2144670094,3.288844091,3.648698328
2010-10-25,2010-10-22,Normal 1000d,0.99,-0.2144670094,4.044173216,4.631152323
2010-10-25,2010-10-22,GARCH-t 1000d,0.99,-0.2144670094,2.189960527,2.873176905
2010-10-26,2010-10-25,Historical 250d,0.95,-0.001688553758,1.912665764,2.852579537
2010-10-26,2010-10-25,Normal 1000d,0.95,-0.001688553758,2.863475156,3.587290718
2010-10-26,2010-10-25,GARCH-t 1000d,0.95,-0.001688553758,1.248409258,1.799509464
2010-10-26,2010-10-25,Historical 250d,0.99,-0.001688553758,3.288844091,3.648698328
2010-10-26,2010-10-25,Normal 1000d,0.99,-0.001688553758,4.04395931,4.630943506
2010-10-26,2010-10-25,GARCH-t 1000d,0.99,-0.001688553758,2.10514198,2.762973765
2010-10-27,2010-10-26,Historical 250d,0.95,0.2694210081,1.897898078,2.847127004
2010-10-27,2010-10-26,Normal 1000d,0.95,0.2694210081,2.86323037,3.587040718
2010-10-27,2010-10-26,GARCH-t 1000d,0.95,0.2694210081,1.19893263,1.729704466
2010-10-27,2010-10-26,Historical 250d,0.99,0.2694210081,3.288844091,3.648698328
2010-10-27,2010-10-26,Normal 1000d,0.99,0.2694210081,4.04370602,4.630685987
2010-10-27,2010-10-26,GARCH-t 1000d,0.99,0.2694210081,2.02406315,2.657629569
2010-10-28,2010-10-27,Historical 250d,0.95,-0.1124217131,1.897898078,2.847127004
2010-10-28,2010-10-27,Normal 1000d,0.95,-0.1124217131,2.864037913,3.587698342
2010-10-28,2010-10-27,GARCH-t 1000d,0.95,-0.1124217131,1.163139524,1.679205111
2010-10-28,2010-10-27,Historical 250d,0.99,-0.1124217131,3.288844091,3.648698328
2010-10-28,2010-10-27,Normal 1000d,0.99,-0.1124217131,4.044269059,4.631127448
2010-10-28,2010-10-27,GARCH-t 1000d,0.99,-0.1124217131,1.965407915,2.581419927
2010-10-29,2010-10-28,Historical 250d,0.95,0.04393833647,1.738370029,2.764849504
2010-10-29,2010-10-28,Normal 1000d,0.95,0.04393833647,2.864128089,3.587783711
2010-10-29,2010-10-28,GARCH-t 1000d,0.95,0.04393833647,1.117655021,1.615032474
2010-10-29,2010-10-28,Historical 250d,0.99,0.04393833647,3.288844091,3.648698328
2010-10-29,2010-10-28,Normal 1000d,0.99,0.04393833647,4.044351394,4.631205884
2010-10-29,2010-10-28,GARCH-t 1000d,0.99,0.04393833647,1.890871099,2.484575645
2010-11-01,2010-10-29,Historical 250d,0.95,-0.09460856181,1.738370029,2.764849504
2010-11-01,2010-10-29,Normal 1000d,0.95,-0.09460856181,2.864356666,3.58800634
2010-11-01,2010-10-29,GARCH-t 1000d,0.95,-0.09460856181,1.076457995,1.556908902
2010-11-01,2010-10-29,Historical 250d,0.99,-0.09460856181,3.288844091,3.648698328
2010-11-01,2010-10-29,Normal 1000d,0.99,-0.09460856181,4.04457027,4.631419937
2010-11-01,2010-10-29,GARCH-t 1000d,0.99,-0.09460856181,1.823360299,2.396860134
2010-11-02,2010-11-01,Historical 250d,0.95,-0.7729335724,1.738370029,2.764849504
2010-11-02,2010-11-01,Normal 1000d,0.95,-0.7729335724,2.863604924,3.5872235
2010-11-02,2010-11-01,GARCH-t 1000d,0.95,-0.7729335724,1.035803096,1.4995502
2010-11-02,2010-11-01,Historical 250d,0.99,-0.7729335724,3.288844091,3.648698328
2010-11-02,2010-11-01,Normal 1000d,0.99,-0.7729335724,4.043767811,4.63059226
2010-11-02,2010-11-01,GARCH-t 1000d,0.99,-0.7729335724,1.756737899,2.310298906
2010-11-03,2010-11-02,Historical 250d,0.95,-0.3671306738,1.738370029,2.764849504
2010-11-03,2010-11-02,Normal 1000d,0.95,-0.3671306738,2.863294075,3.586982715
2010-11-03,2010-11-02,GARCH-t 1000d,0.95,-0.3671306738,1.04375432,1.510768329
2010-11-03,2010-11-02,Historical 250d,0.99,-0.3671306738,3.288844091,3.648698328
2010-11-03,2010-11-02,Normal 1000d,0.99,-0.3671306738,4.04357123,4.630452497
2010-11-03,2010-11-02,GARCH-t 1000d,0.99,-0.3671306738,1.769767809,2.327228422
2010-11-04,2010-11-03,Historical 250d,0.95,-1.909930469,1.738370029,2.764849504
2010-11-04,2010-11-03,Normal 1000d,0.95,-1.909930469,2.863216342,3.586913826
2010-11-04,2010-11-03,GARCH-t 1000d,0.95,-1.909930469,1.012575755,1.466779484
2010-11-04,2010-11-03,Historical 250d,0.99,-1.909930469,3.288844091,3.648698328
2010-11-04,2010-11-03,Normal 1000d,0.99,-1.909930469,4.043507922,4.630396361
2010-11-04,2010-11-03,GARCH-t 1000d,0.99,-1.909930469,1.718674561,2.260843928
2010-11-05,2010-11-04,Historical 250d,0.95,-0.3915079059,1.738370029,2.764849504
2010-11-05,2010-11-04,Normal 1000d,0.95,-0.3915079059,2.863499512,3.587593165
2010-11-05,2010-11-04,GARCH-t 1000d,0.95,-0.3915079059,1.277316809,1.840294207
2010-11-05,2010-11-04,Historical 250d,0.99,-0.3915079059,3.288844091,3.648698328
2010-11-05,2010-11-04,Normal 1000d,0.99,-0.3915079059,4.044437211,4.631646927
2010-11-05,2010-11-04,GARCH-t 1000d,0.99,-0.3915079059,2.152513649,2.824522882
2010-11-08,2010-11-05,Historical 250d,0.95,0.2123210161,1.738370029,2.764849504
2010-11-08,2010-11-05,Normal 1000d,0.95,0.2123210161,2.863395468,3.587501138
2010-11-08,2010-11-05,GARCH-t 1000d,0.95,0.2123210161,1.23307369,1.777873
2010-11-08,2010-11-05,Historical 250d,0.99,0.2123210161,3.288844091,3.648698328
2010-11-08,2010-11-05,Normal 1000d,0.99,0.2123210161,4.044352766,4.631572227
2010-11-08,2010-11-05,GARCH-t 1000d,0.99,0.2123210161,2.080011126,2.73032172
2010-11-09,2010-11-08,Historical 250d,0.95,0.8084894882,1.738370029,2.764849504
2010-11-09,2010-11-08,Normal 1000d,0.95,0.8084894882,2.863827086,3.587930505
2010-11-09,2010-11-08,GARCH-t 1000d,0.95,0.8084894882,1.191818758,1.71966773
2010-11-09,2010-11-08,Historical 250d,0.99,0.8084894882,3.288844091,3.648698328
2010-11-09,2010-11-08,Normal 1000d,0.99,0.8084894882,4.044780711,4.631998346
2010-11-09,2010-11-08,GARCH-t 1000d,0.99,0.8084894882,2.012405435,2.642482919
2010-11-10,2010-11-09,Historical 250d,0.95,-0.4366533972,1.738370029,2.764849504
2010-11-10,2010-11-09,Normal 1000d,0.95,-0.4366533972,2.865031825,3.589209787
2010-11-10,2010-11-09,GARCH-t 1000d,0.95,-0.4366533972,1.215828774,1.753542697
2010-11-10,2010-11-09,Historical 250d,0.99,-0.4366533972,3.288844091,3.648698328
2010-11-10,2010-11-09,Normal 1000d,0.99,-0.4366533972,4.046107024,4.633385111
2010-11-10,2010-11-09,GARCH-t 1000d,0.99,-0.4366533972,2.051751367,2.693604347
2010-11-11,2010-11-10,Historical 250d,0.95,0.4251149994,1.738370029,2.764849504
2010-11-11,2010-11-10,Normal 1000d,0.95,0.4251149994,2.864641129,3.58884346
2010-11-11,2010-11-10,GARCH-t 1000d,0.95,0.4251149994,1.177814126,1.69990904
2010-11-11,2010-11-10,Historical 250d,0.99,0.4251149994,3.288844091,3.648698328
2010-11-11,2010-11-10,Normal 1000d,0.99,0.4251149994,4.045756072,4.63305392
2010-11-11,2010-11-10,GARCH-t 1000d,0.99,0.4251149994,1.989455624,2.612664662
2010-11-12,2010-11-11,Historical 250d,0.95,1.187876614,1.738370029,2.764849504
2010-11-12,2010-11-11,Normal 1000d,0.95,1.187876614,2.865296038,3.589514877
2010-11-12,2010-11-11,GARCH-t 1000d,0.95,1.187876614,1.155665776,1.668660639
2010-11-12,2010-11-11,Historical 250d,0.99,1.187876614,3.288844091,3.648698328
2010-11-12,2010-11-11,Normal 1000d,0.99,1.187876614,4.046437905,4.633749141
2010-11-12,2010-11-11,GARCH-t 1000d,0.99,1.187876614,1.953160462,2.565507041
2010-11-15,2010-11-12,Historical 250d,0.95,0.1218177362,1.738370029,2.764849504
2010-11-15,2010-11-12,Normal 1000d,0.95,0.1218177362,2.867341193,3.591718488
2010-11-15,2010-11-12,GARCH-t 1000d,0.95,0.1218177362,1.253912355,1.807273608
2010-11-15,2010-11-12,Historical 250d,0.99,0.1218177362,3.288844091,3.648698328
2010-11-15,2010-11-12,Normal 1000d,0.99,0.1218177362,4.048741488,4.636181225
2010-11-15,2010-11-12,GARCH-t 1000d,0.99,0.1218177362,2.11416007,2.774690799
2010-11-16,2010-11-15,Historical 250d,0.95,1.633815726,1.738370029,2.764849504
2010-11-16,2010-11-15,Normal 1000d,0.95,1.633815726,2.867043807,3.591407643
2010-11-16,2010-11-15,GARCH-t 1000d,0.95,1.633815726,1.207376491,1.741617639
2010-11-16,2010-11-15,Historical 250d,0.99,1.633815726,3.288844091,3.648698328
2010-11-16,2010-11-15,Normal 1000d,0.99,1.633815726,4.048422151,4.635850974
2010-11-16,2010-11-15,GARCH-t 1000d,0.99,1.633815726,2.037900356,2.67560799
2010-11-17,2010-11-16,Historical 250d,0.95,-0.0212140376,1.738370029,2.764849504
2010-11-17,2010-11-16,Normal 1000d,0.95,-0.0212140376,2.8676919,3.592152031
2010-11-17,2010-11-16,GARCH-t 1000d,0.95,-0.0212140376,1.401351471,2.015290763
2010-11-17,2010-11-16,Historical 250d,0.99,-0.0212140376,3.288844091,3.648698328
2010-11-17,2010-11-16,Normal 1000d,0.99,-0.0212140376,4.049227294,4.636734208
2010-11-17,2010-11-16,GARCH-t 1000d,0.99,-0.0212140376,2.355772963,3.08861388
2010-11-18,2010-11-17,Historical 250d,0.95,-1.524058305,1.738370029,2.764849504
2010-11-18,2010-11-17,Normal 1000d,0.95,-1.524058305,2.867953672,3.592398342
2010-11-18,2010-11-17,GARCH-t 1000d,0.95,-1.524058305,1.343386388,1.933509673
2010-11-18,2010-11-17,Historical 250d,0.99,-1.524058305,3.288844091,3.648698328
2010-11-18,2010-11-17,Normal 1000d,0.99,-1.524058305,4.04946385,4.636958226
2010-11-18,2010-11-17,GARCH-t 1000d,0.99,-1.524058305,2.260783847,2.965196311
2010-11-19,2010-11-18,Historical 250d,0.95,-0.2537151861,1.738370029,2.764849504
2010-11-19,2010-11-18,Normal 1000d,0.95,-0.2537151861,2.868059268,3.592685247
2010-11-19,2010-11-18,GARCH-t 1000d,0.95,-0.2537151861,1.444504647,2.076174205
2010-11-19,2010-11-18,Historical 250d,0.99,-0.2537151861,3.288844091,3.648698328
2010-11-19,2010-11-18,Normal 1000d,0.99,-0.2537151861,4.049865147,4.637506558
2010-11-19,2010-11-18,GARCH-t 1000d,0.99,-0.2537151861,2.426489364,3.180494367
2010-11-22,2010-11-19,Historical 250d,0.95,0.1576608344,1.738370029,2.764849504
2010-11-22,2010-11-19,Normal 1000d,0.95,0.1576608344,2.867917586,3.592551159
2010-11-22,2010-11-19,GARCH-t 1000d,0.95,0.1576608344,1.385827064,1.993387871
2010-11-22,2010-11-19,Historical 250d,0.99,0.1576608344,3.288844091,3.648698328
2010-11-22,2010-11-19,Normal 1000d,0.99,0.1576608344,4.04973585,4.637383419
2010-11-22,2010-11-19,GARCH-t 1000d,0.99,0.1576608344,2.330332652,3.055559762
2010-11-23,2010-11-22,Historical 250d,0.95,1.438703214,1.738370029,2.764849504
2010-11-23,2010-11-22,Normal 1000d,0.95,1.438703214,2.867771282,3.592398836
2010-11-23,2010-11-22,GARCH-t 1000d,0.95,1.438703214,1.333195702,1.919131959
2010-11-23,2010-11-22,Historical 250d,0.99,1.438703214,3.288844091,3.648698328
2010-11-23,2010-11-22,Normal 1000d,0.99,1.438703214,4.04957973,4.637222417
2010-11-23,2010-11-22,GARCH-t 1000d,0.99,1.438703214,2.244084065,2.943498598
2010-11-24,2010-11-23,Historical 250d,0.95,-1.481271626,1.738370029,2.764849504
2010-11-24,2010-11-23,Normal 1000d,0.95,-1.481271626,2.870669226,3.595442763
2010-11-24,2010-11-23,GARCH-t 1000d,0.95,-1.481271626,1.457383477,2.094344536
2010-11-24,2010-11-23,Historical 250d,0.99,-1.481271626,3.288844091,3.648698328
2010-11-24,2010-11-23,Normal 1000d,0.99,-1.481271626,4.05271576,4.640476833
2010-11-24,2010-11-23,GARCH-t 1000d,0.99,-1.481271626,2.447594289,3.207915598
2010-11-26,2010-11-24,Historical 250d,0.95,0.7496592118,1.73143531,2.764572115
2010-11-26,2010-11-24,Normal 1000d,0.95,0.7496592118,2.870570534,3.595593826
2010-11-26,2010-11-24,GARCH-t 1000d,0.95,0.7496592118,1.533956868,2.202379495
2010-11-26,2010-11-24,Historical 250d,0.99,0.7496592118,3.288844091,3.648698328
2010-11-26,2010-11-24,Normal 1000d,0.99,0.7496592118,4.053024397,4.64098801
2010-11-26,2010-11-24,GARCH-t 1000d,0.99,0.7496592118,2.573077396,3.370953435
2010-11-29,2010-11-26,Historical 250d,0.95,0.137980972,1.73143531,2.764572115
2010-11-29,2010-11-26,Normal 1000d,0.95,0.137980972,2.871437143,3.596523565
2010-11-29,2010-11-26,GARCH-t 1000d,0.95,0.137980972,1.518545427,2.180635984
2010-11-29,2010-11-26,Historical 250d,0.99,0.137980972,3.288844091,3.648698328
2010-11-29,2010-11-26,Normal 1000d,0.99,0.137980972,4.053993967,4.642008776
2010-11-29,2010-11-26,GARCH-t 1000d,0.99,0.137980972,2.547822207,3.338139844
2010-11-30,2010-11-29,Historical 250d,0.95,0.6088715662,1.73143531,2.764572115
2010-11-30,2010-11-29,Normal 1000d,0.95,0.6088715662,2.871115432,3.596186142
2010-11-30,2010-11-29,GARCH-t 1000d,0.95,0.6088715662,1.457903247,2.095077863
2010-11-30,2010-11-29,Historical 250d,0.99,0.6088715662,3.288844091,3.648698328
2010-11-30,2010-11-29,Normal 1000d,0.99,0.6088715662,4.053646631,4.641648699
2010-11-30,2010-11-29,GARCH-t 1000d,0.99,0.6088715662,2.448446051,3.209022277
2010-12-01,2010-11-30,Historical 250d,0.95,-2.138662188,1.73143531,2.764572115
2010-12-01,2010-11-30,Normal 1000d,0.95,-2.138662188,2.87205266,3.597160798
2010-12-01,2010-11-30,GARCH-t 1000d,0.95,-2.138662188,1.432975114,2.059907553
2010-12-01,2010-11-30,Historical 250d,0.99,-2.138662188,3.288844091,3.648698328
2010-12-01,2010-11-30,Normal 1000d,0.99,-2.138662188,4.0546449,4.64267732
2010-12-01,2010-11-30,GARCH-t 1000d,0.99,-2.138662188,2.407595573,3.15594602
2010-12-02,2010-12-01,Historical 250d,0.95,-1.273710016,1.73143531,2.764572115
2010-12-02,2010-12-01,Normal 1000d,0.95,-1.273710016,2.87231589,3.597976608
2010-12-02,2010-12-01,GARCH-t 1000d,0.95,-1.273710016,1.66250497,2.38374392
2010-12-02,2010-12-01,Historical 250d,0.99,-1.273710016,3.288844091,3.648698328
2010-12-02,2010-12-01,Normal 1000d,0.99,-1.273710016,4.055809343,4.644289882
2010-12-02,2010-12-01,GARCH-t 1000d,0.99,-1.273710016,2.783733019,3.644654318
2010-12-03,2010-12-02,Historical 250d,0.95,-0.259985431,1.73143531,2.764572115
2010-12-03,2010-12-02,Normal 1000d,0.95,-0.259985431,2.871720949,3.597580723
2010-12-03,2010-12-02,GARCH-t 1000d,0.95,-0.259985431,1.680540905,2.409190245
2010-12-03,2010-12-02,Historical 250d,0.99,-0.259985431,3.288844091,3.648698328
2010-12-03,2010-12-02,Normal 1000d,0.99,-0.259985431,4.055539046,4.644181012
2010-12-03,2010-12-02,GARCH-t 1000d,0.99,-0.259985431,2.813289044,3.683055905
2010-12-06,2010-12-03,Historical 250d,0.95,0.129908225,1.73143531,2.764572115
2010-12-06,2010-12-03,Normal 1000d,0.95,0.129908225,2.871605299,3.597472064
2010-12-06,2010-12-03,GARCH-t 1000d,0.95,0.129908225,1.609600644,2.30910289
2010-12-06,2010-12-03,Historical 250d,0.99,0.129908225,3.288844091,3.648698328
2010-12-06,2010-12-03,Normal 1000d,0.99,0.129908225,4.055434798,4.644082433
2010-12-06,2010-12-03,GARCH-t 1000d,0.99,0.129908225,2.697037115,3.532011964
2010-12-07,2010-12-06,Historical 250d,0.95,-0.05149476803,1.73143531,2.764572115
2010-12-07,2010-12-06,Normal 1000d,0.95,-0.05149476803,2.872239647,3.598014765
2010-12-07,2010-12-06,GARCH-t 1000d,0.95,-0.05149476803,1.543826347,2.21630403
2010-12-07,2010-12-06,Historical 250d,0.99,-0.05149476803,3.288844091,3.648698328
2010-12-07,2010-12-06,Normal 1000d,0.99,-0.05149476803,4.055919678,4.644492992
2010-12-07,2010-12-06,GARCH-t 1000d,0.99,-0.05149476803,2.589250808,3.391967244
2010-12-08,2010-12-07,Historical 250d,0.95,-0.3694925511,1.73143531,2.764572115
2010-12-08,2010-12-07,Normal 1000d,0.95,-0.3694925511,2.872294739,3.598068438
2010-12-08,2010-12-07,GARCH-t 1000d,0.95,-0.3694925511,1.478165736,2.123665564
2010-12-08,2010-12-07,Historical 250d,0.99,-0.3694925511,3.288844091,3.648698328
2010-12-08,2010-12-07,Normal 1000d,0.99,-0.3694925511,4.055972455,4.644544617
2010-12-08,2010-12-07,GARCH-t 1000d,0.99,-0.3694925511,2.481650798,3.252164579
2010-12-09,2010-12-08,Historical 250d,0.95,-0.3835383809,1.73143531,2.764572115
2010-12-09,2010-12-08,Normal 1000d,0.95,-0.3835383809,2.87162665,3.59740669
2010-12-09,2010-12-08,GARCH-t 1000d,0.95,-0.3835383809,1.421422877,2.043608871
2010-12-09,2010-12-08,Historical 250d,0.99,-0.3835383809,3.288844091,3.648698328
2010-12-09,2010-12-08,Normal 1000d,0.99,-0.3835383809,4.055314708,4.643892013
2010-12-09,2010-12-08,GARCH-t 1000d,0.99,-0.3835383809,2.388664578,3.131349335
2010-12-10,2010-12-09,Historical 250d,0.95,-0.5983703411,1.73143531,2.764572115
2010-12-10,2010-12-09,Normal 1000d,0.95,-0.5983703411,2.87150872,3.597301466
2010-12-10,2010-12-09,GARCH-t 1000d,0.95,-0.5983703411,1.368459568,1.968884624
2010-12-10,2010-12-09,Historical 250d,0.99,-0.5983703411,3.288844091,3.648698328
2010-12-10,2010-12-09,Normal 1000d,0.99,-0.5983703411,4.0552175,4.643805108
2010-12-10,2010-12-09,GARCH-t 1000d,0.99,-0.5983703411,2.301872017,3.018581396
2010-12-13,2010-12-10,Historical 250d,0.95,-0.004831953466,1.73143531,2.764572115
2010-12-13,2010-12-10,Normal 1000d,0.95,-0.004831953466,2.870938637,3.596774592
2010-12-13,2010-12-10,GARCH-t 1000d,0.95,-0.004831953466,1.331956643,1.917383809
2010-12-13,2010-12-10,Historical 250d,0.99,-0.004831953466,3.288844091,3.648698328
2010-12-13,2010-12-10,Normal 1000d,0.99,-0.004831953466,4.054717888,4.643340538
2010-12-13,2010-12-10,GARCH-t 1000d,0.99,-0.004831953466,2.242053581,2.940860429
2010-12-14,2010-12-13,Historical 250d,0.95,-0.0910541779,1.73143531,2.764572115
2010-12-14,2010-12-13,Normal 1000d,0.95,-0.0910541779,2.870506338,3.596327204
2010-12-14,2010-12-13,GARCH-t 1000d,0.95,-0.0910541779,1.277899845,1.841116794
2010-12-14,2010-12-13,Historical 250d,0.99,-0.0910541779,3.288844091,3.648698328
2010-12-14,2010-12-13,Normal 1000d,0.99,-0.0910541779,4.05426098,4.642871393
2010-12-14,2010-12-13,GARCH-t 1000d,0.99,-0.0910541779,2.153469088,2.825764265
2010-12-15,2010-12-14,Historical 250d,0.95,0.513561754,1.73143531,2.764572115
2010-12-15,2010-12-14,Normal 1000d,0.95,0.513561754,2.869759242,3.595548862
2010-12-15,2010-12-14,GARCH-t 1000d,0.95,0.513561754,1.226110706,1.768049148
2010-12-15,2010-12-14,Historical 250d,0.99,0.513561754,3.288844091,3.648698328
2010-12-15,2010-12-14,Normal 1000d,0.99,0.513561754,4.053462924,4.642047998
2010-12-15,2010-12-14,GARCH-t 1000d,0.99,0.513561754,2.068600677,2.715496338
2010-12-16,2010-12-15,Historical 250d,0.95,-0.6166045989,1.73143531,2.764572115
2010-12-16,2010-12-15,Normal 1000d,0.95,-0.6166045989,2.8707308,3.596526444
2010-12-16,2010-12-15,GARCH-t 1000d,0.95,-0.6166045989,1.208999833,1.743907962
2010-12-16,2010-12-15,Historical 250d,0.99,-0.6166045989,3.288844091,3.648698328
2010-12-16,2010-12-15,Normal 1000d,0.99,-0.6166045989,4.054444307,4.643034266
2010-12-16,2010-12-15,GARCH-t 1000d,0.99,-0.6166045989,2.040560577,2.679064364
2010-12-17,2010-12-16,Historical 250d,0.95,-0.08364544097,1.73143531,2.764572115
2010-12-17,2010-12-16,Normal 1000d,0.95,-0.08364544097,2.870760768,3.596543073
2010-12-17,2010-12-16,GARCH-t 1000d,0.95,-0.08364544097,1.185096297,1.710183223
2010-12-17,2010-12-16,Historical 250d,0.99,-0.08364544097,3.288844091,3.648698328
2010-12-17,2010-12-16,Normal 1000d,0.99,-0.08364544097,4.05445252,4.643031662
2010-12-17,2010-12-16,GARCH-t 1000d,0.99,-0.08364544097,2.001389136,2.62816965
2010-12-20,2010-12-17,Historical 250d,0.95,-0.2545111561,1.73143531,2.764572115
2010-12-20,2010-12-17,Normal 1000d,0.95,-0.2545111561,2.870525076,3.59630635
2010-12-20,2010-12-17,GARCH-t 1000d,0.95,-0.2545111561,1.138371101,1.644260133
2010-12-20,2010-12-17,Historical 250d,0.99,-0.2545111561,3.288844091,3.648698328
2010-12-20,2010-12-17,Normal 1000d,0.99,-0.2545111561,4.054215147,4.642793453
2010-12-20,2010-12-17,GARCH-t 1000d,0.99,-0.2545111561,1.92481916,2.528683722
2010-12-21,2010-12-20,Historical 250d,0.95,-0.6011994224,1.73143531,2.764572115
2010-12-21,2010-12-20,Normal 1000d,0.95,-0.6011994224,2.869760817,3.595527505
2010-12-21,2010-12-20,GARCH-t 1000d,0.95,-0.6011994224,1.096678119,1.585436831
2010-12-21,2010-12-20,Historical 250d,0.99,-0.6011994224,3.288844091,3.648698328
2010-12-21,2010-12-20,Normal 1000d,0.99,-0.6011994224,4.053427098,4.641993575
